,fine,Moran's I,P-value,num_cell,month,sample,structure,celltype
295,Olig-5,0.1516802876892166,0.0172525560123129,468,3M,HZ3M05,BF,Olig
296,Olig-3,0.1020681495532686,0.0378352551103765,834,3M,HZ3M05,BF,Olig
297,Peri,0.1035408546180525,0.0054465437173833,1029,3M,HZ3M05,PFC,Peri
298,ExN-DEGLU-2,0.3000065257003464,0.0035312327295079,310,3M,HZ3M05,STR,ExN
299,InN-Sncg,0.2900769356867207,0.0143474906994451,208,3M,HZ3M05,STR,InN
300,InN-Olf,0.1807370181001238,5.13192509326432e-27,3678,3M,HZ3M05,STR,InN
301,Astro-1,0.1451931300208006,1.6442713943024722e-06,1374,3M,HZ3M05,STR,Astro
302,Astro-2,0.1158058477097039,1.4904016659387957e-05,1001,3M,HZ3M05,STR,Astro
303,Peri,0.1141820977012877,4.158486512837695e-15,4440,3M,HZ3M05,STR,Peri
304,InN-Calb2,0.0917953140918892,0.0294497731947881,685,3M,HZ3M05,STR,InN
305,Olig-2,0.084385022845697,0.0157687480000354,1418,3M,HZ3M05,STR,Olig
306,MSN,0.0715168827524206,1.0068161233843128e-30,11928,3M,HZ3M05,STR,MSN
307,InN-Sst,0.6165610690225322,0.0135964016870773,187,3M,HZ3M06,BF,InN
308,SMC,0.4449246319666321,1.7081236292563988e-05,203,3M,HZ3M06,BF,SMC
309,ExN-DEGLU-1,0.3719216714853483,0.005848502203879,262,3M,HZ3M06,BF,ExN
310,InN-Olf,0.3281041493290411,0.000130065176284,547,3M,HZ3M06,BF,InN
311,OPC-2,0.2422226428454943,0.0037427798395342,408,3M,HZ3M06,BF,OPC
312,InN-Calb2,0.2357394841795971,2.977270200349582e-104,5595,3M,HZ3M06,BF,InN
313,Astro-1,0.2039980917045003,0.0156354715722675,415,3M,HZ3M06,BF,Astro
314,Peri,0.1990325887022709,2.3925044252666214e-29,3229,3M,HZ3M06,BF,Peri
315,Astro-2,0.1753289370229735,0.0070821784161868,384,3M,HZ3M06,BF,Astro
316,ExN-DEGLU-2,0.1635571588490826,1.1667281367391998e-05,1303,3M,HZ3M06,BF,ExN
317,Astro-2,0.4486721705801851,0.0062759565231216,115,3M,HZ3M06,ECT,Astro
318,Astro-6,-0.9255730021637528,0.0477041717633152,11,3M,HZ3M06,ECT,Astro
319,SMC,0.3928322823879777,0.001294890568909,219,3M,HZ3M06,HPF,SMC
320,ExN-L6b,0.3641576016398391,0.0298467973486149,135,3M,HZ3M06,HPF,ExN
321,InN-Sncg,0.2734572144633734,0.010821712517991,284,3M,HZ3M06,HPF,InN
322,Astro-4,0.2428029611617474,0.0065915322411577,329,3M,HZ3M06,HPF,Astro
323,Olig-1,0.1988241272471733,0.0159096281306703,374,3M,HZ3M06,HPF,Olig
324,Astro-1,0.1709393874628611,0.0066820739019326,700,3M,HZ3M06,HPF,Astro
325,Olig-6,0.1665425101003565,0.0378573198763041,305,3M,HZ3M06,HPF,Olig
326,ExN-CA2,0.1634877880059467,2.507506981457933e-10,1681,3M,HZ3M06,HPF,ExN
327,Peri,0.1527431731750111,9.62572456935882e-08,1547,3M,HZ3M06,HPF,Peri
328,ExN-CA3,0.1291612339479142,1.3732928669823168e-10,1566,3M,HZ3M06,HPF,ExN
329,ExN-DG,0.0429407553675195,0.0028822101823316,2975,3M,HZ3M06,HPF,ExN
330,Astro-3,0.6216912994379892,0.0153857766144507,88,3M,HZ3M06,RS,Astro
331,SMC,0.4454723711091636,0.000426487547909,114,3M,HZ3M06,RS,SMC
332,Astro-2,0.3291915454181128,0.0075986326980994,180,3M,HZ3M06,RS,Astro
333,InN-Sst,0.263359769587755,0.0477870266463101,247,3M,HZ3M06,RS,InN
334,InN-Pvalb,0.1207641633630464,0.0043982936080114,759,3M,HZ3M06,RS,InN
335,Micro-2,0.426190229101777,0.0039302741991869,72,3M,HZ3M06,TH,Micro
336,Olig-4,0.2448704763269438,0.0072222653277725,337,3M,HZ3M06,TH,Olig
337,InN-Pvalb,0.2309923865356915,6.0110505648957633e-05,717,3M,HZ3M06,TH,InN
338,InN-Olf,0.1923560158813178,0.0226740819078271,522,3M,HZ3M06,TH,InN
339,Astro-6,0.1618942575622593,0.0495807940965204,238,3M,HZ3M06,TH,Astro
340,ExN-DEGLU-1,0.1198292695773493,1.201813616884252e-31,6067,3M,HZ3M06,TH,ExN
341,Olig-2,0.1180699050034352,0.0002084556134961,1707,3M,HZ3M06,TH,Olig
342,Peri,0.0930058125300896,0.0003501336041894,2082,3M,HZ3M06,TH,Peri
343,Micro-1,0.5489408896532377,0.031808970946671,123,4M,HZ4M03,BF,Micro
344,Endo,0.2373560198658267,3.364950499910558e-06,501,4M,HZ4M03,BF,Endo
345,InN-Erbb4,0.2268226826441148,0.0166678002441223,300,4M,HZ4M03,BF,InN
346,Astro-1,0.079350342836702,0.0109066614041003,1271,4M,HZ4M03,BF,Astro
347,Olig-5,0.0601991396201827,0.038098340515645,1437,4M,HZ4M03,BF,Olig
348,ExN-L5/6-NP,0.2174421236667242,0.0196518010804868,479,4M,HZ4M03,PFC,ExN
349,ExN-L2/3-IT,0.7191453754762628,0.0093168496422728,198,4M,HZ4M03,STR,ExN
350,InN-Sncg,0.3020345779990074,2.1695820607898163e-05,840,4M,HZ4M03,STR,InN
351,InN-Olf,0.2501961900775031,9.599460513185565e-15,1940,4M,HZ4M03,STR,InN
352,Endo,0.24125011401566,1.980775801517967e-06,1277,4M,HZ4M03,STR,Endo
353,Micro-2,0.1935670037399093,1.0637593974634395e-05,1215,4M,HZ4M03,STR,Micro
354,InN-Calb2,0.1622794548095355,0.019039912320071,611,4M,HZ4M03,STR,InN
355,Astro-2,0.1471615309549363,0.0004968740762518,1489,4M,HZ4M03,STR,Astro
356,Peri,0.0891223609896024,0.0023709384402219,2269,4M,HZ4M03,STR,Peri
357,Astro-1,0.0822555267421787,0.0001389219027883,3048,4M,HZ4M03,STR,Astro
358,Olig-5,0.0781382141587516,7.395189514516464e-05,3300,4M,HZ4M03,STR,Olig
359,MSN,0.0773839251741466,3.9769982204456753e-19,8370,4M,HZ4M03,STR,MSN
360,Micro-2,0.4783853526659952,5.628977251847042e-05,222,4M,HZ4M05,BF,Micro
361,Astro-1,0.1391893754609678,0.0370890075603675,504,4M,HZ4M05,BF,Astro
362,InN-Lamp5,-2.5432763653712938,0.0085011574653227,16,4M,HZ4M05,BF,InN
363,OPC-1,0.8537391576256701,0.0091164796342877,117,4M,HZ4M05,PFC,OPC
364,SMC,0.4485942391198019,7.501703396631765e-05,266,4M,HZ4M05,PFC,SMC
365,Olig-2,0.4220680813997431,0.0005033507991571,278,4M,HZ4M05,PFC,Olig
366,Micro-1,0.3757084804376109,0.0007982987719829,281,4M,HZ4M05,PFC,Micro
367,Micro-2,0.2585649016417656,5.356926466958719e-06,418,4M,HZ4M05,PFC,Micro
368,Astro-1,0.2082053994382022,8.699393764461347e-06,744,4M,HZ4M05,PFC,Astro
369,ExN-L6-IT,0.196306724028164,0.0157644549497075,500,4M,HZ4M05,PFC,ExN
370,ExN-CA1,0.1493576827936955,0.0237918312071526,662,4M,HZ4M05,PFC,ExN
371,InN-Sst,0.1360976704889181,0.00348777029197,901,4M,HZ4M05,PFC,InN
372,InN-Sncg,0.1338086027915212,0.026852621009594,686,4M,HZ4M05,PFC,InN
373,ExN-L5-IT,0.1227958867665985,0.0072424177244022,858,4M,HZ4M05,PFC,ExN
374,Peri,0.1206221936650507,0.0363155093975781,688,4M,HZ4M05,PFC,Peri
375,InN-Olf,0.1670326109139355,4.0388918682328184e-08,1950,4M,HZ4M05,STR,InN
376,Micro-2,0.1574611901212959,0.0062901614590418,696,4M,HZ4M05,STR,Micro
377,Peri,0.1427313741317644,7.555257794611109e-11,2794,4M,HZ4M05,STR,Peri
378,Astro-1,0.0856731004787243,0.0011133846595173,2149,4M,HZ4M05,STR,Astro
379,Olig-2,0.0794691250469983,0.0475576723907843,1104,4M,HZ4M05,STR,Olig
380,Olig-5,0.0677416881804669,0.0006051835014564,2665,4M,HZ4M05,STR,Olig
381,ExN-L6-CT,-1.6324129794114426,0.0205698793231591,118,4M,HZ4M05,STR,ExN
382,Micro-1,2.1607829538045755,0.0017315497153963,58,4M,HZ4MP101,BF,Micro
383,Olig-3,0.3162117112446993,0.001542685782435,449,4M,HZ4MP101,BF,Olig
384,Olig-5,0.1437452505000447,3.213148126263913e-05,1329,4M,HZ4MP101,BF,Olig
385,Olig-2,0.1254093448178715,0.0102416160011264,1089,4M,HZ4MP101,BF,Olig
386,InN-Sncg,0.1169685949761708,0.0434709896124122,667,4M,HZ4MP101,BF,InN
387,Astro-1,0.084686759989965,0.0015296093157772,1687,4M,HZ4MP101,BF,Astro
388,InN-Calb2,0.057998067716712,0.0003528905860669,3229,4M,HZ4MP101,BF,InN
389,Micro-4,-0.2274421706036115,0.0196765193011313,176,4M,HZ4MP101,BF,Micro
390,ExN-DEGLU-2,0.5582182183132045,0.0317841590371039,120,4M,HZ4MP101,PFC,ExN
391,SMC,0.4626242847766676,1.1145264290084806e-33,651,4M,HZ4MP101,PFC,SMC
392,ExN-CA1,0.4139419799661063,0.0003099858349768,374,4M,HZ4MP101,PFC,ExN
393,Olig-3,0.2760799114789374,7.968366321133712e-05,349,4M,HZ4MP101,PFC,Olig
394,Micro-2,0.2044558134151634,1.927479561297609e-08,583,4M,HZ4MP101,PFC,Micro
395,Astro-2,0.199958104013118,0.0120092668138373,258,4M,HZ4MP101,PFC,Astro
396,ExN-DEGLU-1,0.1920257003872099,0.0127593558997382,368,4M,HZ4MP101,PFC,ExN
397,Olig-5,0.1851361652131237,4.481994605199988e-09,761,4M,HZ4MP101,PFC,Olig
398,ExN-L2/3-IT,0.0724976771803074,0.015166160265264,1162,4M,HZ4MP101,PFC,ExN
399,ExN-L5-IT,0.0720955538670585,0.0097560559846687,1432,4M,HZ4MP101,PFC,ExN
400,ExN-L6-CT,0.0580882724174076,0.0050476061932562,1800,4M,HZ4MP101,PFC,ExN
401,Micro-2,0.4487451418567564,2.916837231292677e-21,752,4M,HZ4MP101,STR,Micro
402,Astro-5,0.4317602928868402,0.0022032502702766,216,4M,HZ4MP101,STR,Astro
403,InN-Olf,0.3923838553590024,1.4994714605864253e-59,2224,4M,HZ4MP101,STR,InN
404,InN-Erbb4,0.3796767343482053,0.0041051079769478,268,4M,HZ4MP101,STR,InN
405,OPC-2,0.3151845227991879,4.992869958640934e-05,708,4M,HZ4MP101,STR,OPC
406,ExN-DEGLU-1,0.3097920607725627,8.196987440455489e-18,1425,4M,HZ4MP101,STR,ExN
407,Olig-1,0.3065990756446971,0.0223566779272283,331,4M,HZ4MP101,STR,Olig
408,Peri,0.2820941543563541,4.103509994471518e-49,3828,4M,HZ4MP101,STR,Peri
409,Astro-3,0.2574428682093486,6.916770491927677e-13,535,4M,HZ4MP101,STR,Astro
410,Astro-1,0.2531299940070181,1.9486098533360034e-56,3830,4M,HZ4MP101,STR,Astro
411,Olig-6,0.200687110124776,0.0013085609360544,634,4M,HZ4MP101,STR,Olig
412,Astro-2,0.1701210057757631,0.0001025365097444,963,4M,HZ4MP101,STR,Astro
413,InN-Calb2,0.1640925426590634,0.0001946736877195,796,4M,HZ4MP101,STR,InN
414,Endo,0.1581944455387226,0.0002126472300235,1648,4M,HZ4MP101,STR,Endo
415,Olig-2,0.154082580487746,5.728486286590688e-10,2338,4M,HZ4MP101,STR,Olig
416,Olig-5,0.142956690691445,5.60996831393252e-20,3724,4M,HZ4MP101,STR,Olig
417,Micro-3,0.1213677490289332,0.03299455438193,679,4M,HZ4MP101,STR,Micro
418,Astro-6,0.1025960592903907,0.0091076734828365,902,4M,HZ4MP101,STR,Astro
419,Olig-4,0.0460801516786506,0.0362226970959292,2974,4M,HZ4MP101,STR,Olig
420,MSN,0.0324909697204379,1.048599652090741e-06,10512,4M,HZ4MP101,STR,MSN
421,Micro-1,1.036827682902201,2.5744655266442523e-10,114,4M,HZ4MP102,BF,Micro
422,Astro-1,0.6933107405395649,1.202824024992787e-112,1138,4M,HZ4MP102,BF,Astro
423,Endo,0.6807989120211815,5.920883031968878e-10,418,4M,HZ4MP102,BF,Endo
424,Peri,0.6699499173523314,2.0316968624060997e-111,1952,4M,HZ4MP102,BF,Peri
425,ExN-DEGLU-2,0.6562638831183961,5.0053900193536226e-21,571,4M,HZ4MP102,BF,ExN
426,Astro-2,0.6270184262174513,8.31379059126303e-29,429,4M,HZ4MP102,BF,Astro
427,InN-Calb2,0.5373352751094974,0.0,3872,4M,HZ4MP102,BF,InN
428,InN-Sncg,0.4997693473962357,6.3453121614377226e-18,650,4M,HZ4MP102,BF,InN
429,Olig-4,0.450207824157602,0.0004948567817275,304,4M,HZ4MP102,BF,Olig
430,Astro-4,0.444649778003353,0.0498676029350629,141,4M,HZ4MP102,BF,Astro
431,SMC,0.4063934843208822,6.1904475001980915e-24,1174,4M,HZ4MP102,BF,SMC
432,Olig-1,0.3946221850379012,0.0267863118757642,166,4M,HZ4MP102,BF,Olig
433,Olig-2,0.3762172138147263,1.742879222005346e-12,822,4M,HZ4MP102,BF,Olig
434,InN-Olf,0.371163165221717,1.818750125827525e-07,677,4M,HZ4MP102,BF,InN
435,Olig-5,0.3612185872702468,1.3065318796969305e-23,1266,4M,HZ4MP102,BF,Olig
436,OPC-2,0.3456646197550915,0.0003001141667572,532,4M,HZ4MP102,BF,OPC
437,Astro-6,0.3300870490568081,0.0001341556375747,232,4M,HZ4MP102,BF,Astro
438,Micro-2,0.3067440777050065,3.037716039653673e-05,263,4M,HZ4MP102,BF,Micro
439,Olig-3,0.2974592614399027,0.0007152770753225,431,4M,HZ4MP102,BF,Olig
440,Micro-3,0.2913397195981036,0.0074813054965694,168,4M,HZ4MP102,BF,Micro
441,ExN-DEGLU-1,0.2442112415390214,1.1975507134295785e-06,580,4M,HZ4MP102,BF,ExN
442,Micro-4,0.2441866445521773,0.0311587324286288,66,4M,HZ4MP102,BF,Micro
443,InN-Pvalb,0.1308094966282309,4.049796643393512e-06,989,4M,HZ4MP102,BF,InN
444,OPC-1,1.139884880550617,0.0121867990278007,49,4M,HZ4MP102,ECT,OPC
445,InN-Erbb4,0.6060678219736063,0.0193323670373719,68,4M,HZ4MP102,ECT,InN
446,ExN-Olf,0.2004546280752376,0.0142894741369448,284,4M,HZ4MP102,ECT,ExN
447,Olig-5,-1.1488111252225308,0.001866863851899,35,4M,HZ4MP102,ECT,Olig
448,InN-Vip,1.7002329532596536,0.0041674300995338,12,4M,HZ4MP102,HPF,InN
449,Micro-1,0.4330074510898232,0.00070214931601,213,4M,HZ4MP102,HPF,Micro
450,Micro-2,0.3092790098902675,8.288368298048383e-17,711,4M,HZ4MP102,HPF,Micro
451,Astro-4,0.2803534382038651,0.020243197101513,320,4M,HZ4MP102,HPF,Astro
452,SMC,0.2694154867998484,0.0004389584498986,379,4M,HZ4MP102,HPF,SMC
453,ExN-CA3,0.1581743552148417,2.1701451092564726e-26,2425,4M,HZ4MP102,HPF,ExN
454,ExN-CA1,0.1415818134616349,7.899516242391275e-14,2071,4M,HZ4MP102,HPF,ExN
455,Astro-1,0.130263583964463,6.145468595154681e-07,2048,4M,HZ4MP102,HPF,Astro
456,ExN-CA2,0.1281148837744463,1.5598293288026473e-05,1290,4M,HZ4MP102,HPF,ExN
457,ExN-L5-ET,0.1070795371328891,0.0407613623776096,287,4M,HZ4MP102,HPF,ExN
458,ExN-DG,0.1024963976302535,1.585747016141044e-09,2448,4M,HZ4MP102,HPF,ExN
459,ExN-L6b,1.4871377382993065,0.0007090474958789,64,4M,HZ4MP102,RS,ExN
460,Astro-5,0.7538428179256651,0.0016556977954518,72,4M,HZ4MP102,RS,Astro
461,Astro-4,0.5572839697719812,4.449934065393495e-09,306,4M,HZ4MP102,RS,Astro
462,InN-Sst,0.5065699893757862,1.3567286950315089e-06,371,4M,HZ4MP102,RS,InN
463,Astro-2,0.4409044055450097,0.0117415937572611,135,4M,HZ4MP102,RS,Astro
464,Olig-3,0.4137306315678247,2.2271763712931024e-05,288,4M,HZ4MP102,RS,Olig
465,InN-Sncg,0.3716527179169903,0.0047112796051851,257,4M,HZ4MP102,RS,InN
466,Astro-1,0.3114039158503566,1.1499389362055203e-10,724,4M,HZ4MP102,RS,Astro
467,ExN-L6-IT,0.2495398065348504,0.0014789526313545,425,4M,HZ4MP102,RS,ExN
468,SMC,0.2449300633803142,9.202786462410893e-06,496,4M,HZ4MP102,RS,SMC
469,ExN-L5-IT,0.2120193856249322,2.4509160242319394e-06,803,4M,HZ4MP102,RS,ExN
470,Olig-5,0.1852143050067674,0.0003010668919895,562,4M,HZ4MP102,RS,Olig
471,ExN-L2/3-IT,0.1703878473484439,0.0266663776842226,307,4M,HZ4MP102,RS,ExN
472,ExN-L5-ET,0.0721697279296101,0.0329557637743906,1069,4M,HZ4MP102,RS,ExN
473,InN-Olf,2.708297747114964,0.0056931420711941,66,4M,HZ4MP102,TH,InN
474,InN-Sncg,0.2342014304059643,0.0035435973957495,377,4M,HZ4MP102,TH,InN
475,ExN-DEGLU-2,0.2069945404102062,0.0171343171209572,368,4M,HZ4MP102,TH,ExN
476,Astro-1,0.2038304928838706,1.1706850563246664e-05,880,4M,HZ4MP102,TH,Astro
477,Micro-3,-0.4510858772706598,0.0410531757015933,86,4M,HZ4MP102,TH,Micro
478,Astro-3,1.4361245577169424,0.0002867800227025,41,4M,HZ4MP202,BF,Astro
479,InN-Sst,0.8901633597764633,3.14314967877378e-09,268,4M,HZ4MP202,BF,InN
480,Peri,0.741463740311125,1.8068708846818603e-249,2200,4M,HZ4MP202,BF,Peri
481,OPC-2,0.7117465672411585,9.204828389587069e-33,669,4M,HZ4MP202,BF,OPC
482,Astro-2,0.7052349761628778,2.7489287812511434e-62,568,4M,HZ4MP202,BF,Astro
483,Astro-1,0.683342939768387,8.25311651222682e-164,1144,4M,HZ4MP202,BF,Astro
484,InN-Calb2,0.6236452316891936,0.0,5248,4M,HZ4MP202,BF,InN
485,Astro-6,0.6086388441716605,2.942754219413623e-17,299,4M,HZ4MP202,BF,Astro
486,Micro-2,0.5730506340006098,5.586102143073967e-32,387,4M,HZ4MP202,BF,Micro
487,InN-Sncg,0.5466821334588543,1.0649543290990546e-23,593,4M,HZ4MP202,BF,InN
488,Endo,0.5322386353536863,7.400934986551097e-10,402,4M,HZ4MP202,BF,Endo
489,Olig-3,0.4882460019682996,2.3577890524481565e-10,392,4M,HZ4MP202,BF,Olig
490,Micro-3,0.4011090555444708,0.0010372282457472,151,4M,HZ4MP202,BF,Micro
491,SMC,0.3993399312604709,1.3127142068638448e-17,813,4M,HZ4MP202,BF,SMC
492,Olig-6,0.3930174559393967,0.0256297493748795,112,4M,HZ4MP202,BF,Olig
493,ExN-DEGLU-2,0.331886395021151,3.856934717801711e-05,418,4M,HZ4MP202,BF,ExN
494,Olig-5,0.3264006370416423,1.7653589562015876e-17,837,4M,HZ4MP202,BF,Olig
495,InN-Erbb4,0.2858304459265266,0.0090047492584572,221,4M,HZ4MP202,BF,InN
496,Olig-2,0.2850287675862274,3.6198595615025348e-09,692,4M,HZ4MP202,BF,Olig
497,Olig-4,0.2738830917689612,0.0413561234993439,247,4M,HZ4MP202,BF,Olig
498,InN-Olf,0.2715197302441335,7.622367022076933e-06,551,4M,HZ4MP202,BF,InN
499,InN-Vip,0.1746790003615756,0.0016433256414582,191,4M,HZ4MP202,BF,InN
500,InN-Pvalb,0.0555960708773486,0.0480423385923803,740,4M,HZ4MP202,BF,InN
501,Micro-2,0.8123780047514484,0.0019777246647915,39,4M,HZ4MP202,ECT,Micro
502,ExN-CA1,0.7942430042367892,0.0204864676487549,46,4M,HZ4MP202,ECT,ExN
503,SMC,0.5049437469695528,3.446824151910474e-06,103,4M,HZ4MP202,ECT,SMC
504,ExN-DG,0.3852784534910851,0.0233439794993883,94,4M,HZ4MP202,ECT,ExN
505,ExN-Olf,0.1238138502180732,0.0119839497630165,367,4M,HZ4MP202,ECT,ExN
506,InN-Sst,0.7222123168274563,6.00040417747368e-08,92,4M,HZ4MP202,HPF,InN
507,InN-Erbb4,0.5182384054620076,0.0021105332360416,68,4M,HZ4MP202,HPF,InN
508,Astro-6,0.3963532243718414,0.0001325235982478,134,4M,HZ4MP202,HPF,Astro
509,InN-Sncg,0.3098067160940392,7.805187547502153e-05,236,4M,HZ4MP202,HPF,InN
510,SMC,0.1414348327514801,9.332506790376904e-05,628,4M,HZ4MP202,HPF,SMC
511,ExN-CA2,0.139946741814511,0.0006714750852775,577,4M,HZ4MP202,HPF,ExN
512,ExN-DG,0.0221637081659841,0.0186495732771605,3746,4M,HZ4MP202,HPF,ExN
513,Olig-6,0.7962180869747918,0.0126897184835363,51,4M,HZ4MP202,RS,Olig
514,Olig-1,0.4534313484750413,0.0060921614411191,94,4M,HZ4MP202,RS,Olig
515,ExN-L5-IT,0.2777850120220403,7.353736722767956e-11,592,4M,HZ4MP202,RS,ExN
516,Peri,0.2510858592375769,0.0036288393108309,266,4M,HZ4MP202,RS,Peri
517,SMC,0.2136403449072263,0.0026769923997746,297,4M,HZ4MP202,RS,SMC
518,Olig-5,0.1675844993874314,1.0560468353131331e-06,617,4M,HZ4MP202,RS,Olig
519,ExN-L5-ET,0.1603285911020073,6.717340517700898e-05,614,4M,HZ4MP202,RS,ExN
520,ExN-L2/3-IT,0.1114013104133281,0.0145554293442071,449,4M,HZ4MP202,RS,ExN
521,InN-Pvalb,0.0779272864649454,0.0389934821873768,758,4M,HZ4MP202,RS,InN
522,OPC-2,-1.7812314637937037,0.010546651320051,32,4M,HZ4MP202,RS,OPC
523,InN-Sst,0.6423659956031135,0.032129846047373,106,4M,HZ4MP202,TH,InN
524,OPC-2,0.6129507439592828,3.055874421581552e-14,507,4M,HZ4MP202,TH,OPC
525,InN-Erbb4,0.5614213698162093,6.891478625597504e-20,572,4M,HZ4MP202,TH,InN
526,Astro-6,0.5043448187966567,3.357849369612289e-20,638,4M,HZ4MP202,TH,Astro
527,InN-Sncg,0.4953879648302863,8.317622989768035e-62,1337,4M,HZ4MP202,TH,InN
528,Peri,0.4199415662919554,7.915816430441023e-95,2704,4M,HZ4MP202,TH,Peri
529,InN-Pvalb,0.4182726083497826,2.4734523283008083e-20,728,4M,HZ4MP202,TH,InN
530,Endo,0.3800224125798311,9.001019134542065e-29,1378,4M,HZ4MP202,TH,Endo
531,InN-Calb2,0.3473383336068628,1.5420190096125882e-06,361,4M,HZ4MP202,TH,InN
532,Astro-2,0.345110593421536,2.01959508789432e-32,1053,4M,HZ4MP202,TH,Astro
533,Astro-4,0.319688834657363,0.0007352323405696,361,4M,HZ4MP202,TH,Astro
534,Astro-1,0.2738535951909589,3.945472426918134e-44,2253,4M,HZ4MP202,TH,Astro
535,Olig-3,0.2621729600076702,5.923468620503666e-11,1123,4M,HZ4MP202,TH,Olig
536,SMC,0.2271567789519965,2.801167743076068e-07,711,4M,HZ4MP202,TH,SMC
537,Micro-1,0.1777606621226139,0.0042098603667131,286,4M,HZ4MP202,TH,Micro
538,Micro-3,0.1705737404504621,0.0428095772617359,333,4M,HZ4MP202,TH,Micro
539,ExN-DEGLU-2,0.1597755482419874,6.153331575563485e-22,2716,4M,HZ4MP202,TH,ExN
540,Micro-2,0.1574337782403463,3.663941818266714e-17,1302,4M,HZ4MP202,TH,Micro
541,Olig-2,0.1547584166617764,1.2850203586667814e-08,1788,4M,HZ4MP202,TH,Olig
542,Olig-5,0.1448385449844754,1.6551017680274204e-14,2480,4M,HZ4MP202,TH,Olig
543,Olig-4,0.112496078143336,0.0018998862909551,1428,4M,HZ4MP202,TH,Olig
544,ExN-DEGLU-1,0.1110055041391421,7.717416862745967e-31,6065,4M,HZ4MP202,TH,ExN
545,Astro-6,0.3225513369101261,0.0020433189638422,157,5M,HZ5M01,BF,Astro
546,InN-Sncg,0.2054811552786241,0.0073041713182087,545,5M,HZ5M01,BF,InN
547,Olig-2,0.132674878151311,0.0200782700792796,772,5M,HZ5M01,BF,Olig
548,Peri,0.0966813694050923,0.0019011985536976,1512,5M,HZ5M01,BF,Peri
549,InN-Calb2,0.0418433372474413,0.0004913246929775,4764,5M,HZ5M01,BF,InN
550,Peri,0.2172627536278432,0.0027586877809776,371,5M,HZ5M01,PFC,Peri
551,Micro-2,0.1663368852479171,0.0358233884221515,187,5M,HZ5M01,PFC,Micro
552,ExN-CA1,0.1529723356427103,0.0131379998523443,920,5M,HZ5M01,PFC,ExN
553,ExN-CA3,0.1128484585726083,0.0453849989963022,986,5M,HZ5M01,PFC,ExN
554,ExN-L5-ET,0.0622832153164469,0.0272938570872324,1843,5M,HZ5M01,PFC,ExN
555,ExN-L5-IT,0.0516344692788587,0.0160625065467783,2530,5M,HZ5M01,PFC,ExN
556,OPC-1,0.3742876248031412,0.0203803000531995,284,5M,HZ5M01,STR,OPC
557,InN-Erbb4,0.3048039286808031,0.0003597014516125,543,5M,HZ5M01,STR,InN
558,Micro-2,0.2842401545076726,7.032584572239834e-07,535,5M,HZ5M01,STR,Micro
559,InN-Olf,0.2685374480477074,7.709825916181035e-25,2246,5M,HZ5M01,STR,InN
560,ExN-CA2,0.202948067145031,4.7000405479597554e-07,1755,5M,HZ5M01,STR,ExN
561,InN-Sst,0.1560994522994916,0.012639065973852,870,5M,HZ5M01,STR,InN
562,Peri,0.1465173257858432,1.432868345123453e-07,2264,5M,HZ5M01,STR,Peri
563,ExN-DEGLU-1,0.1376550575029775,5.624405611792332e-06,2208,5M,HZ5M01,STR,ExN
564,Astro-1,0.1363719321892751,0.0057173136873011,884,5M,HZ5M01,STR,Astro
565,ExN-DG,0.1137436404500618,8.183703604144448e-05,2348,5M,HZ5M01,STR,ExN
566,Olig-2,0.0812616465581318,0.0010768823775836,2003,5M,HZ5M01,STR,Olig
567,Olig-5,0.7058259808608516,0.0256160636328841,112,5M,HZ5M02,BF,Olig
568,Micro-2,0.4530098552400251,9.608836555050152e-05,141,5M,HZ5M02,BF,Micro
569,Olig-1,0.3656144646151497,0.0316230090962408,186,5M,HZ5M02,BF,Olig
570,ExN-DEGLU-1,0.3643149046218554,2.2211011423584884e-08,509,5M,HZ5M02,BF,ExN
571,Astro-1,0.2439709723412403,0.020347048323302,291,5M,HZ5M02,BF,Astro
572,Peri,0.1827656723294709,4.6962935816510396e-11,1861,5M,HZ5M02,BF,Peri
573,InN-Pvalb,0.1186508991133545,0.0443259887067245,552,5M,HZ5M02,BF,InN
574,InN-Calb2,0.0527297880819449,0.0004142074680709,3838,5M,HZ5M02,BF,InN
575,Endo,0.8859520733635807,0.0087877454403749,35,5M,HZ5M02,ECT,Endo
576,InN-Sncg,0.5274920433806769,0.0063815259983776,108,5M,HZ5M02,ECT,InN
577,InN-Erbb4,0.4718245892970696,0.0178813644408822,92,5M,HZ5M02,ECT,InN
578,Peri,0.2420747344854776,0.0277202435340023,145,5M,HZ5M02,ECT,Peri
579,InN-Lamp5,-1.5648970010557952,0.025270561476997,24,5M,HZ5M02,ECT,InN
580,ExN-DEGLU-2,0.3182180555230406,0.0308782894986157,94,5M,HZ5M02,HPF,ExN
581,Peri,0.1832497766516125,0.0122354284754866,471,5M,HZ5M02,HPF,Peri
582,ExN-CA1,0.0499947559062378,0.0015056840620044,2928,5M,HZ5M02,HPF,ExN
583,ExN-DG,0.0428056718872923,0.02169418555309,2232,5M,HZ5M02,HPF,ExN
584,InN-Olf,-1.1442043311818106,0.0104635453549176,130,5M,HZ5M02,HPF,InN
585,ExN-CA3,1.5434121573159805,0.0062715580587882,73,5M,HZ5M02,RS,ExN
586,Astro-4,0.8636383237014694,0.0265396234802174,43,5M,HZ5M02,RS,Astro
587,Astro-1,0.4557434981794161,0.0451723042997568,84,5M,HZ5M02,RS,Astro
