fine,Moran's I,P-value,num_cell,sample,region_abb,fullid
InN-Sncg,-0.000891482191861234,6.00900478948973e-06,78,HZ5M04,ECT,HZ5M04_coorect_ECT
InN-Sst,-0.004538555534614276,0.011400804503642614,110,HZ5M04,ECT,HZ5M04_coorect_ECT
InN-Erbb4,-0.013162305563165312,0.6776383742875175,70,HZ5M04,ECT,HZ5M04_coorect_ECT
InN-Vip,-0.015992463153192832,0.7533365267321115,60,HZ5M04,ECT,HZ5M04_coorect_ECT
InN-Pvalb,-0.05698603106270385,0.47294646746042956,21,HZ5M04,ECT,HZ5M04_coorect_ECT
InN-Sst,0.002940329566812933,8.58383260779052e-12,174,HZ5M04,HPF,HZ5M04_coorect_HPF
InN-Sncg,-0.0028556948174139674,0.05746504586985261,198,HZ5M04,HPF,HZ5M04_coorect_HPF
InN-Olf,-0.010272909627005708,0.3798123378874769,78,HZ5M04,HPF,HZ5M04_coorect_HPF
InN-Erbb4,-0.015935370181184023,0.28195073266843573,48,HZ5M04,HPF,HZ5M04_coorect_HPF
InN-Lamp5,-0.016797672074338375,0.6559844538174591,55,HZ5M04,HPF,HZ5M04_coorect_HPF
InN-Pvalb,-0.01761205537395812,0.6008581456843962,65,HZ5M04,HPF,HZ5M04_coorect_HPF
InN-Calb2,-0.019647810364217214,0.16831658259536786,38,HZ5M04,HPF,HZ5M04_coorect_HPF
InN-Vip,-0.0292089474620588,0.5148758584445537,40,HZ5M04,HPF,HZ5M04_coorect_HPF
InN-Sst,0.0031351496478674726,1.9270705247523494e-23,301,HZ5M04,RS,HZ5M04_coorect_RS
InN-Pvalb,0.0013230037874193841,1.5090932305063567e-27,802,HZ5M04,RS,HZ5M04_coorect_RS
InN-Vip,0.00118301588769019,4.79696761936247e-07,135,HZ5M04,RS,HZ5M04_coorect_RS
InN-Sncg,-0.0030806503762805695,0.0009514367751278996,104,HZ5M04,RS,HZ5M04_coorect_RS
InN-Olf,-0.003776646310406846,8.766805586934535e-05,16,HZ5M04,RS,HZ5M04_coorect_RS
InN-Lamp5,-0.0094946539005475,0.009972825666700639,50,HZ5M04,RS,HZ5M04_coorect_RS
InN-Erbb4,-0.026613152053418312,0.9470429424584315,38,HZ5M04,RS,HZ5M04_coorect_RS
InN-Sncg,0.044954117129775956,0.0,657,HZ5M04,TH,HZ5M04_coorect_TH
InN-Erbb4,0.04490118786042254,0.0,788,HZ5M04,TH,HZ5M04_coorect_TH
InN-Calb2,0.016426544283135548,0.0,1007,HZ5M04,TH,HZ5M04_coorect_TH
InN-Olf,0.010101730484270882,1.3383312348239513e-74,263,HZ5M04,TH,HZ5M04_coorect_TH
InN-Pvalb,0.006181065744275035,8.574714791442635e-248,963,HZ5M04,TH,HZ5M04_coorect_TH
InN-Sst,0.003787278340000601,1.8696357110841407e-19,187,HZ5M04,TH,HZ5M04_coorect_TH
InN-Vip,-0.008879011493178164,0.0015242525235043798,32,HZ5M04,TH,HZ5M04_coorect_TH
InN-Lamp5,-0.015478904282027094,0.04739776729433771,44,HZ5M04,TH,HZ5M04_coorect_TH
InN-Erbb4,0.0010536997484686347,3.9584636627520414e-54,1394,HZ5M05,BF,HZ5M05_coorect_BF
InN-Calb2,0.0008921597720507197,4.492525718167538e-212,4300,HZ5M05,BF,HZ5M05_coorect_BF
InN-Sncg,0.0008077316030125845,6.202558444538621e-20,727,HZ5M05,BF,HZ5M05_coorect_BF
InN-Pvalb,0.0006743151561322575,9.566705339006471e-14,468,HZ5M05,BF,HZ5M05_coorect_BF
InN-Sst,-0.0020753367567700543,0.1324920040347943,340,HZ5M05,BF,HZ5M05_coorect_BF
InN-Olf,-0.006285999242576921,0.6588420673214779,147,HZ5M05,BF,HZ5M05_coorect_BF
InN-Lamp5,-0.012258795283733082,0.4715745762589907,92,HZ5M05,BF,HZ5M05_coorect_BF
InN-Vip,-0.029777546886908635,0.3745963099066506,30,HZ5M05,BF,HZ5M05_coorect_BF
InN-Pvalb,-0.00038637709181793106,1.3154830615947302e-06,412,HZ5M05,PFC,HZ5M05_coorect_PFC
InN-Sst,-0.0005764566254374745,0.00014208243127098838,554,HZ5M05,PFC,HZ5M05_coorect_PFC
InN-Vip,-0.0016450217359814897,9.240418705989991e-05,141,HZ5M05,PFC,HZ5M05_coorect_PFC
InN-Sncg,-0.004367447790033108,0.2968498545585374,184,HZ5M05,PFC,HZ5M05_coorect_PFC
InN-Lamp5,-0.0102617164701574,0.06543705750513013,68,HZ5M05,PFC,HZ5M05_coorect_PFC
InN-Erbb4,-0.010970243770989156,0.6995089890531119,86,HZ5M05,PFC,HZ5M05_coorect_PFC
InN-Olf,-0.09293711550812915,0.45379941219576303,13,HZ5M05,PFC,HZ5M05_coorect_PFC
InN-Olf,0.005052419673766676,0.0,2794,HZ5M05,STR,HZ5M05_coorect_STR
InN-Sst,0.001649039611609437,3.382987782070347e-34,823,HZ5M05,STR,HZ5M05_coorect_STR
InN-Erbb4,-2.1184246512606276e-05,3.78514662573876e-09,418,HZ5M05,STR,HZ5M05_coorect_STR
InN-Sncg,-0.0005466506199114335,2.7927273640193455e-06,304,HZ5M05,STR,HZ5M05_coorect_STR
InN-Pvalb,-0.001443281167679125,0.003603153007413483,330,HZ5M05,STR,HZ5M05_coorect_STR
InN-Calb2,-0.002024783302893657,0.07890800941794647,329,HZ5M05,STR,HZ5M05_coorect_STR
InN-Lamp5,-0.0037946358980587534,0.03736075957166193,173,HZ5M05,STR,HZ5M05_coorect_STR
InN-Vip,-0.012758921301880609,0.308810438331531,64,HZ5M05,STR,HZ5M05_coorect_STR
InN-Vip,0.02478260429950568,3.2326786698695035e-11,30,HZ5M06,BF,HZ5M06_coorect_BF
InN-Sncg,0.008461232887979484,6.748664147338763e-105,337,HZ5M06,BF,HZ5M06_coorect_BF
InN-Erbb4,0.008199309392999952,8.354859308486408e-286,659,HZ5M06,BF,HZ5M06_coorect_BF
InN-Calb2,0.006462036809598221,0.0,4511,HZ5M06,BF,HZ5M06_coorect_BF
InN-Pvalb,0.003357390419461134,4.727277185926208e-163,1038,HZ5M06,BF,HZ5M06_coorect_BF
InN-Olf,0.0021861510675631668,1.3492773005609436e-35,630,HZ5M06,BF,HZ5M06_coorect_BF
InN-Sst,0.00036367923396752867,2.389746606897832e-11,273,HZ5M06,BF,HZ5M06_coorect_BF
InN-Lamp5,0.00011546205248489816,7.948659349145486e-08,151,HZ5M06,BF,HZ5M06_coorect_BF
InN-Sst,-0.002657838988390326,0.02283054465903511,212,HZ5M06,ECT,HZ5M06_coorect_ECT
InN-Erbb4,-0.008321702242413336,0.11202731469475594,77,HZ5M06,ECT,HZ5M06_coorect_ECT
InN-Vip,-0.02030109432625337,0.7118962511461713,47,HZ5M06,ECT,HZ5M06_coorect_ECT
InN-Sncg,-0.020449039935660638,0.9925784761279403,50,HZ5M06,ECT,HZ5M06_coorect_ECT
InN-Pvalb,-0.021645117578858283,0.62467130020534,43,HZ5M06,ECT,HZ5M06_coorect_ECT
InN-Olf,-0.03449635055404115,0.16596264897034707,23,HZ5M06,ECT,HZ5M06_coorect_ECT
InN-Lamp5,-0.0412202907121585,0.24459773100686366,20,HZ5M06,ECT,HZ5M06_coorect_ECT
InN-Sncg,-0.0027892427886588383,0.09878007497777502,240,HZ5M06,HPF,HZ5M06_coorect_HPF
InN-Sst,-0.00493376139714711,0.610841390381633,225,HZ5M06,HPF,HZ5M06_coorect_HPF
InN-Pvalb,-0.006039959217556029,0.7619486856963532,157,HZ5M06,HPF,HZ5M06_coorect_HPF
InN-Lamp5,-0.014102887294509783,0.8929251730118963,74,HZ5M06,HPF,HZ5M06_coorect_HPF
InN-Olf,-0.015382319310256643,0.8998959149470547,68,HZ5M06,HPF,HZ5M06_coorect_HPF
InN-Erbb4,-0.017369257077820357,0.9756749724678982,59,HZ5M06,HPF,HZ5M06_coorect_HPF
InN-Vip,-0.02368280668155695,0.3789992924651753,53,HZ5M06,HPF,HZ5M06_coorect_HPF
InN-Calb2,-0.06643640990105251,0.9855527991936984,16,HZ5M06,HPF,HZ5M06_coorect_HPF
InN-Pvalb,0.00018028046000060515,6.921860988280752e-10,663,HZ5M06,RS,HZ5M06_coorect_RS
InN-Sst,-0.006714734123585008,0.1653132550005494,112,HZ5M06,RS,HZ5M06_coorect_RS
InN-Sncg,-0.013319740316484446,0.31835902197481225,62,HZ5M06,RS,HZ5M06_coorect_RS
InN-Vip,-0.016258829069111462,0.051942689130144014,41,HZ5M06,RS,HZ5M06_coorect_RS
InN-Erbb4,-0.03216703018949239,0.1534377622296594,40,HZ5M06,RS,HZ5M06_coorect_RS
InN-Lamp5,-0.06810379941135979,0.9179524250544078,16,HZ5M06,RS,HZ5M06_coorect_RS
InN-Olf,-0.1190952759017331,0.27162833445537504,11,HZ5M06,RS,HZ5M06_coorect_RS
InN-Olf,0.007774213028339623,9.4017736783308e-195,618,HZ5M06,TH,HZ5M06_coorect_TH
InN-Sst,0.007641637973755319,2.339573389440177e-87,346,HZ5M06,TH,HZ5M06_coorect_TH
InN-Sncg,0.006633994296330201,6.794063322408846e-127,516,HZ5M06,TH,HZ5M06_coorect_TH
InN-Calb2,0.005793302223486062,0.0,1117,HZ5M06,TH,HZ5M06_coorect_TH
InN-Pvalb,0.005525860091850365,0.0,1269,HZ5M06,TH,HZ5M06_coorect_TH
InN-Vip,0.004995925182035392,5.465866130542199e-31,173,HZ5M06,TH,HZ5M06_coorect_TH
InN-Erbb4,0.004981468952609757,2.668231348234801e-116,666,HZ5M06,TH,HZ5M06_coorect_TH
InN-Lamp5,0.00027052919382440166,3.5400393461871003e-10,150,HZ5M06,TH,HZ5M06_coorect_TH
InN-Pvalb,0.008172113681481798,2.0294656615049672e-17,212,HZ6M02,BF,HZ6M02_coorect_BF
InN-Calb2,-0.0006573553574400248,0.10344377510532486,1103,HZ6M02,BF,HZ6M02_coorect_BF
InN-Olf,-0.0025947991921314814,0.9945555812035248,387,HZ6M02,BF,HZ6M02_coorect_BF
InN-Sncg,-0.004129441749589028,0.3938420528743589,196,HZ6M02,BF,HZ6M02_coorect_BF
InN-Erbb4,-0.004666131778143566,0.8704171575456162,207,HZ6M02,BF,HZ6M02_coorect_BF
InN-Sst,-0.006375259875203309,0.8049809325625731,148,HZ6M02,BF,HZ6M02_coorect_BF
InN-Vip,-0.009637229020589408,0.00514099268695432,38,HZ6M02,BF,HZ6M02_coorect_BF
InN-Lamp5,-0.034161558930695626,0.7135506582404989,32,HZ6M02,BF,HZ6M02_coorect_BF
InN-Erbb4,-0.009178663910114326,0.28665345911502915,85,HZ6M02,ECT,HZ6M02_coorect_ECT
InN-Sst,-0.00943419353973712,0.3905866720067652,89,HZ6M02,ECT,HZ6M02_coorect_ECT
InN-Sncg,-0.009620779857874908,0.9092223850527281,103,HZ6M02,ECT,HZ6M02_coorect_ECT
InN-Pvalb,-0.01798565174468827,0.9748340109326552,57,HZ6M02,ECT,HZ6M02_coorect_ECT
InN-Olf,-0.026307824907995332,0.48568552432399026,44,HZ6M02,ECT,HZ6M02_coorect_ECT
InN-Calb2,-0.03637928999806472,0.27616237437045665,34,HZ6M02,ECT,HZ6M02_coorect_ECT
InN-Vip,-0.049271952067888015,0.5026886125175047,24,HZ6M02,ECT,HZ6M02_coorect_ECT
InN-Lamp5,-0.06772971048669946,0.4293158625089044,14,HZ6M02,ECT,HZ6M02_coorect_ECT
InN-Olf,-0.00486126911316971,0.09570421882607462,131,HZ6M02,HPF,HZ6M02_coorect_HPF
InN-Pvalb,-0.0052214373424152175,0.37770788800820565,149,HZ6M02,HPF,HZ6M02_coorect_HPF
InN-Erbb4,-0.008267498117758662,0.9702136915043093,123,HZ6M02,HPF,HZ6M02_coorect_HPF
InN-Sncg,-0.008567512907770667,0.9014004961895382,121,HZ6M02,HPF,HZ6M02_coorect_HPF
InN-Sst,-0.012826995106011574,0.5937252354662502,89,HZ6M02,HPF,HZ6M02_coorect_HPF
InN-Calb2,-0.017867481703924614,0.2536667114648474,72,HZ6M02,HPF,HZ6M02_coorect_HPF
InN-Lamp5,-0.04919350251438012,0.32534264795655843,17,HZ6M02,HPF,HZ6M02_coorect_HPF
InN-Vip,-0.05376101401095011,0.21781333929613111,24,HZ6M02,HPF,HZ6M02_coorect_HPF
InN-Pvalb,-0.003019510794993669,0.21692268329540776,252,HZ6M02,RS,HZ6M02_coorect_RS
InN-Erbb4,-0.004407686205597602,0.019342362065507972,118,HZ6M02,RS,HZ6M02_coorect_RS
InN-Sncg,-0.007248953565730454,0.5983756049120788,127,HZ6M02,RS,HZ6M02_coorect_RS
InN-Sst,-0.009598344787149079,0.7070267988236152,98,HZ6M02,RS,HZ6M02_coorect_RS
InN-Olf,-0.01607309422839646,0.18707892678462368,50,HZ6M02,RS,HZ6M02_coorect_RS
InN-Calb2,-0.026015118344374286,0.28448667555650575,47,HZ6M02,RS,HZ6M02_coorect_RS
InN-Vip,-0.02685258373778911,0.7769768100137913,36,HZ6M02,RS,HZ6M02_coorect_RS
InN-Lamp5,-0.091459341750762,0.9744428572919162,12,HZ6M02,RS,HZ6M02_coorect_RS
InN-Calb2,0.0012296181293713778,1.6590648344344463e-25,829,HZ6M02,TH,HZ6M02_coorect_TH
InN-Olf,0.001025257983657182,1.7172278068351566e-10,503,HZ6M02,TH,HZ6M02_coorect_TH
InN-Erbb4,0.0003685786311992134,4.910829912353088e-07,471,HZ6M02,TH,HZ6M02_coorect_TH
InN-Sncg,0.000148287773960283,3.907330193501243e-08,363,HZ6M02,TH,HZ6M02_coorect_TH
InN-Pvalb,-0.001015363854274415,0.05256108744786298,486,HZ6M02,TH,HZ6M02_coorect_TH
InN-Sst,-0.0023028958882652705,0.05746169797703569,248,HZ6M02,TH,HZ6M02_coorect_TH
InN-Vip,-0.01080866060298173,0.2618202572946473,70,HZ6M02,TH,HZ6M02_coorect_TH
InN-Lamp5,-0.03048389209470108,0.607300241318596,30,HZ6M02,TH,HZ6M02_coorect_TH
InN-Calb2,0.010487362407223816,0.0,3256,HZ6M03,BF,HZ6M03_coorect_BF
InN-Pvalb,0.007512799519363088,6.762579322984676e-176,552,HZ6M03,BF,HZ6M03_coorect_BF
InN-Sncg,0.0052186925702806825,1.8586891758479434e-37,228,HZ6M03,BF,HZ6M03_coorect_BF
InN-Erbb4,0.004432193188982628,2.424242423628851e-38,334,HZ6M03,BF,HZ6M03_coorect_BF
InN-Sst,-0.0028635124654762005,0.04851275482458772,219,HZ6M03,BF,HZ6M03_coorect_BF
InN-Olf,-0.01818741986227823,0.10468340092590993,40,HZ6M03,BF,HZ6M03_coorect_BF
InN-Sst,0.0011982435106513885,6.8818303384022995e-15,461,HZ6M03,PFC,HZ6M03_coorect_PFC
InN-Pvalb,0.0007790357892195934,1.2097117984782545e-13,472,HZ6M03,PFC,HZ6M03_coorect_PFC
InN-Sncg,-0.0007765545570797892,2.597100726760685e-06,260,HZ6M03,PFC,HZ6M03_coorect_PFC
InN-Erbb4,-0.004364537221370954,0.017922415334819055,123,HZ6M03,PFC,HZ6M03_coorect_PFC
InN-Vip,-0.0069312966891604535,4.1701217748290454e-05,42,HZ6M03,PFC,HZ6M03_coorect_PFC
InN-Lamp5,-0.025710900379921707,0.013563857302223592,25,HZ6M03,PFC,HZ6M03_coorect_PFC
InN-Olf,0.004846823769570989,0.0,2594,HZ6M03,STR,HZ6M03_coorect_STR
InN-Calb2,0.0005387091610433935,8.848855616667475e-16,604,HZ6M03,STR,HZ6M03_coorect_STR
InN-Sst,-0.0007617065921304576,0.0008265369945516471,386,HZ6M03,STR,HZ6M03_coorect_STR
InN-Lamp5,-0.0040874432915347664,0.005270699908134954,124,HZ6M03,STR,HZ6M03_coorect_STR
InN-Pvalb,-0.004991090370958757,0.4656789144260981,172,HZ6M03,STR,HZ6M03_coorect_STR
InN-Sncg,-0.0076757370181563455,0.9200242983709609,134,HZ6M03,STR,HZ6M03_coorect_STR
InN-Erbb4,-0.0093930797101951,0.659049577607433,99,HZ6M03,STR,HZ6M03_coorect_STR
InN-Vip,-0.08977916821100963,0.3361024964391871,14,HZ6M03,STR,HZ6M03_coorect_STR
InN-Calb2,0.010768213240376063,0.0,4947,HZ6M04,BF,HZ6M04_coorect_BF
InN-Erbb4,0.007238612797643028,7.289574594403552e-21,116,HZ6M04,BF,HZ6M04_coorect_BF
InN-Olf,0.004075146204541141,3.769274666073816e-38,317,HZ6M04,BF,HZ6M04_coorect_BF
InN-Sst,0.003979760021445118,7.729371804615243e-29,295,HZ6M04,BF,HZ6M04_coorect_BF
InN-Pvalb,-0.0027328397507489373,0.04228001358475101,248,HZ6M04,BF,HZ6M04_coorect_BF
InN-Sncg,-0.010858760573590816,0.12634700301860857,68,HZ6M04,BF,HZ6M04_coorect_BF
InN-Lamp5,-0.011246205738084054,0.0007979662821034858,36,HZ6M04,BF,HZ6M04_coorect_BF
InN-Sst,-0.001779542715307285,0.03987636666548866,344,HZ6M04,ECT,HZ6M04_coorect_ECT
InN-Sncg,-0.002273667439116859,0.006753903700821502,252,HZ6M04,ECT,HZ6M04_coorect_ECT
InN-Erbb4,-0.00626463187841187,0.6242528483954464,147,HZ6M04,ECT,HZ6M04_coorect_ECT
InN-Pvalb,-0.008021014872424015,0.0016823735748580015,55,HZ6M04,ECT,HZ6M04_coorect_ECT
InN-Olf,-0.02634161278267717,0.4529788979393148,44,HZ6M04,ECT,HZ6M04_coorect_ECT
InN-Lamp5,-0.03704448487382658,0.4280892131224383,24,HZ6M04,ECT,HZ6M04_coorect_ECT
InN-Vip,-0.07428597510151595,0.8009709447587988,14,HZ6M04,ECT,HZ6M04_coorect_ECT
InN-Calb2,-0.09407928385415194,0.3592892847601209,14,HZ6M04,ECT,HZ6M04_coorect_ECT
InN-Pvalb,-7.88963279096452e-05,5.610383020468843e-07,195,HZ6M04,HPF,HZ6M04_coorect_HPF
InN-Sncg,-0.00048115112621804164,1.463105343853139e-06,195,HZ6M04,HPF,HZ6M04_coorect_HPF
InN-Sst,-0.002817196010568053,0.17973406413957294,259,HZ6M04,HPF,HZ6M04_coorect_HPF
InN-Erbb4,-0.007959701274346932,0.05670919986980451,77,HZ6M04,HPF,HZ6M04_coorect_HPF
InN-Olf,-0.013710811592985586,0.8893173998153874,76,HZ6M04,HPF,HZ6M04_coorect_HPF
InN-Lamp5,-0.017001544260137166,0.33791581305369034,45,HZ6M04,HPF,HZ6M04_coorect_HPF
InN-Sncg,0.0010979927379674462,1.105882852949361e-12,188,HZ6M04,RS,HZ6M04_coorect_RS
InN-Pvalb,-0.00017300393603572633,1.2009281981099436e-06,1329,HZ6M04,RS,HZ6M04_coorect_RS
InN-Sst,-0.002085882001411175,0.06856521565558385,334,HZ6M04,RS,HZ6M04_coorect_RS
InN-Olf,-0.008115751121177699,0.07383159967496002,81,HZ6M04,RS,HZ6M04_coorect_RS
InN-Erbb4,-0.0159883999898368,0.9053137131108545,62,HZ6M04,RS,HZ6M04_coorect_RS
InN-Lamp5,-0.02241099103058529,0.6123337784355001,41,HZ6M04,RS,HZ6M04_coorect_RS
InN-Vip,-0.06169582111336555,0.5261709648880852,19,HZ6M04,RS,HZ6M04_coorect_RS
InN-Calb2,-0.07047289347204368,0.9521514446863861,15,HZ6M04,RS,HZ6M04_coorect_RS
InN-Calb2,0.002813026724575978,7.425131690276032e-96,871,HZ6M04,TH,HZ6M04_coorect_TH
InN-Olf,-0.0017025240526646749,0.027625117343406804,340,HZ6M04,TH,HZ6M04_coorect_TH
InN-Sncg,-0.0021734656115080264,8.66185349169932e-06,140,HZ6M04,TH,HZ6M04_coorect_TH
InN-Erbb4,-0.0026233837751430023,0.0003667469509776664,114,HZ6M04,TH,HZ6M04_coorect_TH
InN-Pvalb,-0.004275940893299449,0.2896434331070976,195,HZ6M04,TH,HZ6M04_coorect_TH
InN-Sst,-0.0071220679586644145,0.03707749156983384,81,HZ6M04,TH,HZ6M04_coorect_TH
InN-Lamp5,-0.05703194522901235,0.28412534656626576,11,HZ6M04,TH,HZ6M04_coorect_TH
InN-Vip,-0.06624791770194467,0.6714975958191136,15,HZ6M04,TH,HZ6M04_coorect_TH
InN-Sncg,0.00025969142809524696,4.4475783354830176e-12,272,HZ6M05,BF,HZ6M05_coorect_BF
InN-Calb2,-0.00011043702753840664,0.00011477156067612489,3510,HZ6M05,BF,HZ6M05_coorect_BF
InN-Sst,-0.0011259445223965132,9.458176791776573e-05,215,HZ6M05,BF,HZ6M05_coorect_BF
InN-Erbb4,-0.0011682160844374621,0.00247756694548635,439,HZ6M05,BF,HZ6M05_coorect_BF
InN-Pvalb,-0.0026750531533357258,0.08373627628730045,271,HZ6M05,BF,HZ6M05_coorect_BF
InN-Olf,-0.026783346718416222,0.5226255764036667,43,HZ6M05,BF,HZ6M05_coorect_BF
InN-Vip,-0.09511212601678092,0.4568896352344902,14,HZ6M05,BF,HZ6M05_coorect_BF
InN-Sncg,0.00042257696324324165,5.345284218474468e-11,346,HZ6M05,PFC,HZ6M05_coorect_PFC
InN-Sst,9.490691520322454e-05,1.3604319802523653e-07,552,HZ6M05,PFC,HZ6M05_coorect_PFC
InN-Pvalb,-0.0006672133618252481,0.00032108683213620515,460,HZ6M05,PFC,HZ6M05_coorect_PFC
InN-Vip,-0.003609363429972491,0.006866770552441496,111,HZ6M05,PFC,HZ6M05_coorect_PFC
InN-Erbb4,-0.004066996625885327,0.25293069798728485,188,HZ6M05,PFC,HZ6M05_coorect_PFC
InN-Lamp5,-0.020704291359103934,0.8502103019622428,51,HZ6M05,PFC,HZ6M05_coorect_PFC
InN-Olf,-0.048278467561796226,0.48663414470024635,24,HZ6M05,PFC,HZ6M05_coorect_PFC
InN-Olf,0.009323481956667127,0.0,2054,HZ6M05,STR,HZ6M05_coorect_STR
InN-Sst,4.1991004033691944e-05,1.7350379194078495e-06,539,HZ6M05,STR,HZ6M05_coorect_STR
InN-Calb2,-0.0008339228780235755,0.007727658010923519,725,HZ6M05,STR,HZ6M05_coorect_STR
InN-Pvalb,-0.0021610965382741886,0.001032225912617678,223,HZ6M05,STR,HZ6M05_coorect_STR
InN-Erbb4,-0.002382359561297339,0.0029538522182889783,221,HZ6M05,STR,HZ6M05_coorect_STR
InN-Sncg,-0.004485329595242033,0.6701210907920035,209,HZ6M05,STR,HZ6M05_coorect_STR
InN-Lamp5,-0.0045036592981187295,0.03339658463817658,130,HZ6M05,STR,HZ6M05_coorect_STR
InN-Erbb4,0.018113639226060956,2.25370315754217e-47,181,HZ6M06,BF,HZ6M06_coorect_BF
InN-Pvalb,0.017159879696687027,1.806202792393515e-193,298,HZ6M06,BF,HZ6M06_coorect_BF
InN-Calb2,0.0028631780465466503,0.0,3363,HZ6M06,BF,HZ6M06_coorect_BF
InN-Olf,0.001367256428876818,4.419138865734248e-14,459,HZ6M06,BF,HZ6M06_coorect_BF
InN-Vip,0.0004947455246197163,4.8578606263673e-05,27,HZ6M06,BF,HZ6M06_coorect_BF
InN-Sncg,-0.002240357504112246,0.0027241418256787166,180,HZ6M06,BF,HZ6M06_coorect_BF
InN-Sst,-0.008999697446515856,0.25783352091217926,87,HZ6M06,BF,HZ6M06_coorect_BF
InN-Lamp5,-0.012596981848113753,0.2822630719189758,63,HZ6M06,BF,HZ6M06_coorect_BF
InN-Sncg,-0.0044883214411208785,0.0011718871719076198,112,HZ6M06,ECT,HZ6M06_coorect_ECT
InN-Sst,-0.005650358560429753,0.6729963577493676,164,HZ6M06,ECT,HZ6M06_coorect_ECT
InN-Olf,-0.010863636126990553,0.08590076194835354,63,HZ6M06,ECT,HZ6M06_coorect_ECT
InN-Pvalb,-0.015407416000839797,0.42094727160295176,54,HZ6M06,ECT,HZ6M06_coorect_ECT
InN-Erbb4,-0.01847900386641837,0.5395671826047788,63,HZ6M06,ECT,HZ6M06_coorect_ECT
InN-Vip,-0.03660310928814218,0.08211165774643003,20,HZ6M06,ECT,HZ6M06_coorect_ECT
InN-Calb2,-0.05803803045408087,0.7995494865275378,19,HZ6M06,ECT,HZ6M06_coorect_ECT
InN-Lamp5,-0.08336252767505274,0.4229259892509136,15,HZ6M06,ECT,HZ6M06_coorect_ECT
InN-Sst,0.0074195976723859655,3.454647729344133e-14,135,HZ6M06,HPF,HZ6M06_coorect_HPF
InN-Sncg,-0.0050417896660643596,0.18696237863739273,142,HZ6M06,HPF,HZ6M06_coorect_HPF
InN-Olf,-0.006017860850559483,0.2786142292509579,131,HZ6M06,HPF,HZ6M06_coorect_HPF
InN-Erbb4,-0.007582774172016366,0.1346493383036958,63,HZ6M06,HPF,HZ6M06_coorect_HPF
InN-Vip,-0.008945847111344968,3.440404486722766e-05,21,HZ6M06,HPF,HZ6M06_coorect_HPF
InN-Pvalb,-0.011843038017420888,0.2290282838896559,64,HZ6M06,HPF,HZ6M06_coorect_HPF
InN-Lamp5,-0.017640184995302826,0.6964558642582761,51,HZ6M06,HPF,HZ6M06_coorect_HPF
InN-Calb2,-0.03561087615487675,0.17090332738052694,22,HZ6M06,HPF,HZ6M06_coorect_HPF
InN-Sst,5.279056342479832e-05,2.233653651852713e-06,197,HZ6M06,RS,HZ6M06_coorect_RS
InN-Pvalb,-0.0006902568320161302,9.746338866254687e-05,446,HZ6M06,RS,HZ6M06_coorect_RS
InN-Sncg,-0.005980197136821061,0.9808065158117507,169,HZ6M06,RS,HZ6M06_coorect_RS
InN-Olf,-0.008858948688518239,0.8654929918434616,110,HZ6M06,RS,HZ6M06_coorect_RS
InN-Erbb4,-0.009802404235452993,0.9114601782082578,100,HZ6M06,RS,HZ6M06_coorect_RS
InN-Lamp5,-0.020344737188123758,0.9096402855755279,49,HZ6M06,RS,HZ6M06_coorect_RS
InN-Vip,-0.030857084217181082,0.5368065334047483,29,HZ6M06,RS,HZ6M06_coorect_RS
InN-Calb2,-0.0413462122160433,0.8814686364457105,26,HZ6M06,RS,HZ6M06_coorect_RS
InN-Calb2,0.013996313454636642,9.986700945606855e-275,560,HZ6M06,TH,HZ6M06_coorect_TH
InN-Sncg,0.011849220375637758,2.038629719860778e-89,274,HZ6M06,TH,HZ6M06_coorect_TH
InN-Erbb4,0.009650358361497835,2.567458771862166e-29,255,HZ6M06,TH,HZ6M06_coorect_TH
InN-Olf,0.004374037934776561,1.6863246129673614e-50,643,HZ6M06,TH,HZ6M06_coorect_TH
InN-Pvalb,0.0009697623981364579,4.4529217534916776e-10,585,HZ6M06,TH,HZ6M06_coorect_TH
InN-Sst,-0.0001777000543525164,0.00028317520414541556,95,HZ6M06,TH,HZ6M06_coorect_TH
InN-Vip,-0.018558768720292,0.2908978824906979,40,HZ6M06,TH,HZ6M06_coorect_TH
InN-Lamp5,-0.01868466239256333,0.26411933358353734,43,HZ6M06,TH,HZ6M06_coorect_TH
InN-Olf,0.022564629559021217,1.8385033560712153e-19,57,HZ6MP101,BF,HZ6MP101_coorect_BF
InN-Calb2,0.012068600710612238,0.0,4509,HZ6MP101,BF,HZ6MP101_coorect_BF
InN-Sncg,0.0052195157734857495,1.1256866981684196e-32,285,HZ6MP101,BF,HZ6MP101_coorect_BF
InN-Erbb4,0.0046535456910846195,1.0776641506011836e-92,831,HZ6MP101,BF,HZ6MP101_coorect_BF
InN-Sst,0.001429237742116158,1.7559557169302526e-10,327,HZ6MP101,BF,HZ6MP101_coorect_BF
InN-Pvalb,-0.001415564238949186,0.004178920302916046,325,HZ6MP101,BF,HZ6MP101_coorect_BF
InN-Sncg,0.006977429519050827,2.925523531702048e-64,363,HZ6MP101,PFC,HZ6MP101_coorect_PFC
InN-Sst,0.002668092703045046,1.3246294776279138e-31,588,HZ6MP101,PFC,HZ6MP101_coorect_PFC
InN-Pvalb,0.00241854069159133,3.701996058011547e-33,601,HZ6MP101,PFC,HZ6MP101_coorect_PFC
