,Moran's I,P-value,num_cell,sample_region,sample,region,month,slice_no,slice,celltype,structure
Micro,0.28929131395991753,3.214095778256276e-23,878.0,HZ5M03_Prefrontal cortex,HZ5M03,Prefrontal cortex,5M,3,ctx,Micro,Prefrontal cortex
ExN,0.273180252433398,0.0,25786.0,HZ5M03_Prefrontal cortex,HZ5M03,Prefrontal cortex,5M,3,ctx,ExN,Prefrontal cortex
Peri,0.2054724196903077,4.219967689984778e-08,861.0,HZ5M03_Prefrontal cortex,HZ5M03,Prefrontal cortex,5M,3,ctx,Peri,Prefrontal cortex
InN,0.17194226787265227,1.627789616784566e-50,5288.0,HZ5M03_Prefrontal cortex,HZ5M03,Prefrontal cortex,5M,3,ctx,InN,Prefrontal cortex
Astro,0.1433157160984112,4.671676561636919e-09,1367.0,HZ5M03_Prefrontal cortex,HZ5M03,Prefrontal cortex,5M,3,ctx,Astro,Prefrontal cortex
Olig,0.1074205692357625,3.492946984923459e-08,1260.0,HZ5M03_Prefrontal cortex,HZ5M03,Prefrontal cortex,5M,3,ctx,Olig,Prefrontal cortex
SMC,0.3124352757649824,0.04135166524315555,135.0,HZ5M03_Striatum,HZ5M03,Striatum,5M,3,ctx,SMC,Striatum
Micro,0.2522639212093973,1.2151253076818768e-06,465.0,HZ5M03_Striatum,HZ5M03,Striatum,5M,3,ctx,Micro,Striatum
Peri,0.09579388562448456,6.692704381809991e-06,2157.0,HZ5M03_Striatum,HZ5M03,Striatum,5M,3,ctx,Peri,Striatum
InN,0.08599079142148132,9.05220597004219e-20,5628.0,HZ5M03_Striatum,HZ5M03,Striatum,5M,3,ctx,InN,Striatum
Astro,0.061332502725335365,0.013109208392964719,1426.0,HZ5M03_Striatum,HZ5M03,Striatum,5M,3,ctx,Astro,Striatum
ExN,0.05342686533751406,1.8391776914567095e-12,8701.0,HZ5M03_Striatum,HZ5M03,Striatum,5M,3,ctx,ExN,Striatum
Olig,0.052413173607288255,1.3226776481217005e-07,3763.0,HZ5M03_Striatum,HZ5M03,Striatum,5M,3,ctx,Olig,Striatum
MSN,0.04623953449524755,1.4282999393927864e-17,12161.0,HZ5M03_Striatum,HZ5M03,Striatum,5M,3,ctx,MSN,Striatum
Endo,0.49909530065076807,0.00013547434078081956,158.0,HZ5M04_Hippocampal formation,HZ5M04,Hippocampal formation,5M,4,hippo,Endo,Hippocampal formation
Olig,0.20143447125591835,7.197227804967236e-08,347.0,HZ5M04_Hippocampal formation,HZ5M04,Hippocampal formation,5M,4,hippo,Olig,Hippocampal formation
ExN,0.11919851439385497,2.83604831445012e-70,6951.0,HZ5M04_Hippocampal formation,HZ5M04,Hippocampal formation,5M,4,hippo,ExN,Hippocampal formation
Peri,0.11246764460530446,0.026579577295117885,398.0,HZ5M04_Hippocampal formation,HZ5M04,Hippocampal formation,5M,4,hippo,Peri,Hippocampal formation
InN,0.09565720833268095,0.014733605675906987,696.0,HZ5M04_Hippocampal formation,HZ5M04,Hippocampal formation,5M,4,hippo,InN,Hippocampal formation
Peri,0.28125830351332354,1.206570722179317e-08,301.0,HZ5M04_Retrosplenial area,HZ5M04,Retrosplenial area,5M,4,hippo,Peri,Retrosplenial area
ExN,0.1840839599593483,4.186203223740584e-74,3947.0,HZ5M04_Retrosplenial area,HZ5M04,Retrosplenial area,5M,4,hippo,ExN,Retrosplenial area
Astro,0.11942703941696749,0.03779160398595602,212.0,HZ5M04_Retrosplenial area,HZ5M04,Retrosplenial area,5M,4,hippo,Astro,Retrosplenial area
InN,0.1069330710222505,1.7272692912803537e-07,1452.0,HZ5M04_Retrosplenial area,HZ5M04,Retrosplenial area,5M,4,hippo,InN,Retrosplenial area
Peri,0.26482780407096956,4.892363623050208e-10,552.0,HZ5M04_Striatum,HZ5M04,Striatum,5M,4,hippo,Peri,Striatum
Astro,0.15441138475749056,0.001173058581558529,429.0,HZ5M04_Striatum,HZ5M04,Striatum,5M,4,hippo,Astro,Striatum
ExN,0.15161059576773825,7.391511862573129e-27,2569.0,HZ5M04_Striatum,HZ5M04,Striatum,5M,4,hippo,ExN,Striatum
InN,0.13517031535130178,2.2374462782405195e-24,2693.0,HZ5M04_Striatum,HZ5M04,Striatum,5M,4,hippo,InN,Striatum
MSN,0.1279099975598414,1.2014550247517325e-23,3247.0,HZ5M04_Striatum,HZ5M04,Striatum,5M,4,hippo,MSN,Striatum
Olig,0.10706650304675153,4.264170726945173e-10,1082.0,HZ5M04_Striatum,HZ5M04,Striatum,5M,4,hippo,Olig,Striatum
InN,0.510492664556346,0.0,3941.0,HZ5M04_Thalamus,HZ5M04,Thalamus,5M,4,hippo,InN,Thalamus
ExN,0.3854752903474708,0.0,11442.0,HZ5M04_Thalamus,HZ5M04,Thalamus,5M,4,hippo,ExN,Thalamus
Endo,0.279746045030223,0.03187171910971629,203.0,HZ5M04_Thalamus,HZ5M04,Thalamus,5M,4,hippo,Endo,Thalamus
Peri,0.25146263066684704,9.778072287819643e-28,1563.0,HZ5M04_Thalamus,HZ5M04,Thalamus,5M,4,hippo,Peri,Thalamus
SMC,0.25105203768937034,0.045918052728826236,138.0,HZ5M04_Thalamus,HZ5M04,Thalamus,5M,4,hippo,SMC,Thalamus
Micro,0.22884369069547858,3.2402276267213027e-16,701.0,HZ5M04_Thalamus,HZ5M04,Thalamus,5M,4,hippo,Micro,Thalamus
Olig,0.15723289302116134,1.320858329616292e-33,2234.0,HZ5M04_Thalamus,HZ5M04,Thalamus,5M,4,hippo,Olig,Thalamus
Astro,0.14838879478527237,2.7280238648587933e-06,863.0,HZ5M04_Thalamus,HZ5M04,Thalamus,5M,4,hippo,Astro,Thalamus
Endo,0.4045784551765887,0.022368678145480384,133.0,HZ5M05_Basal forebrain,HZ5M05,Basal forebrain,5M,5,ctx,Endo,Basal forebrain
InN,0.16403645226905722,6.364491914411751e-78,4652.0,HZ5M05_Basal forebrain,HZ5M05,Basal forebrain,5M,5,ctx,InN,Basal forebrain
Astro,0.1496975381739415,0.001177333738626433,477.0,HZ5M05_Basal forebrain,HZ5M05,Basal forebrain,5M,5,ctx,Astro,Basal forebrain
Peri,0.14608130046313597,2.409037220557251e-09,1259.0,HZ5M05_Basal forebrain,HZ5M05,Basal forebrain,5M,5,ctx,Peri,Basal forebrain
Olig,0.1360096315407176,1.944232252886047e-15,1357.0,HZ5M05_Basal forebrain,HZ5M05,Basal forebrain,5M,5,ctx,Olig,Basal forebrain
Micro,0.24526436142314176,4.232780615751232e-13,775.0,HZ5M05_Prefrontal cortex,HZ5M05,Prefrontal cortex,5M,5,ctx,Micro,Prefrontal cortex
Peri,0.19923874317917345,2.1451289004423327e-05,720.0,HZ5M05_Prefrontal cortex,HZ5M05,Prefrontal cortex,5M,5,ctx,Peri,Prefrontal cortex
OPC,0.19584388152542256,0.009639754468041228,418.0,HZ5M05_Prefrontal cortex,HZ5M05,Prefrontal cortex,5M,5,ctx,OPC,Prefrontal cortex
ExN,0.19560906223725605,0.0,25678.0,HZ5M05_Prefrontal cortex,HZ5M05,Prefrontal cortex,5M,5,ctx,ExN,Prefrontal cortex
InN,0.1331219278984411,2.3622300154024323e-31,5229.0,HZ5M05_Prefrontal cortex,HZ5M05,Prefrontal cortex,5M,5,ctx,InN,Prefrontal cortex
Astro,0.09016219572121488,6.400576321146821e-05,1557.0,HZ5M05_Prefrontal cortex,HZ5M05,Prefrontal cortex,5M,5,ctx,Astro,Prefrontal cortex
Olig,0.058656538588717576,0.010040544733550575,1025.0,HZ5M05_Prefrontal cortex,HZ5M05,Prefrontal cortex,5M,5,ctx,Olig,Prefrontal cortex
SMC,0.32679581708601524,7.488474623460714e-11,429.0,HZ5M05_Striatum,HZ5M05,Striatum,5M,5,ctx,SMC,Striatum
Micro,0.19451042609166067,7.071982054289153e-07,677.0,HZ5M05_Striatum,HZ5M05,Striatum,5M,5,ctx,Micro,Striatum
Peri,0.1359363421100308,1.6395965034210825e-12,2552.0,HZ5M05_Striatum,HZ5M05,Striatum,5M,5,ctx,Peri,Striatum
InN,0.1158994646103827,1.5890151668824772e-40,6613.0,HZ5M05_Striatum,HZ5M05,Striatum,5M,5,ctx,InN,Striatum
Astro,0.08136400508405098,0.00010282607110255496,1741.0,HZ5M05_Striatum,HZ5M05,Striatum,5M,5,ctx,Astro,Striatum
ExN,0.07757576194670586,1.4999959528122493e-27,9636.0,HZ5M05_Striatum,HZ5M05,Striatum,5M,5,ctx,ExN,Striatum
Olig,0.04195444071802283,1.1138708699038157e-05,4262.0,HZ5M05_Striatum,HZ5M05,Striatum,5M,5,ctx,Olig,Striatum
InN,0.25698910403104797,0.0013271729196216158,163.0,HZ5M06_Entorhinal area,HZ5M06,Entorhinal area,5M,6,hippo,InN,Entorhinal area
ExN,0.09817362898946791,0.0015254908045458015,562.0,HZ5M06_Entorhinal area,HZ5M06,Entorhinal area,5M,6,hippo,ExN,Entorhinal area
OPC,-1.4140917189290032,0.04398827312625689,13.0,HZ5M06_Entorhinal area,HZ5M06,Entorhinal area,5M,6,hippo,OPC,Entorhinal area
Olig,0.11079783841022803,0.009151469551028496,355.0,HZ5M06_Hippocampal formation,HZ5M06,Hippocampal formation,5M,6,hippo,Olig,Hippocampal formation
ExN,0.053913478751405425,1.854813281734001e-21,8597.0,HZ5M06_Hippocampal formation,HZ5M06,Hippocampal formation,5M,6,hippo,ExN,Hippocampal formation
Endo,-0.202539862702511,0.04852863414919307,217.0,HZ5M06_Hippocampal formation,HZ5M06,Hippocampal formation,5M,6,hippo,Endo,Hippocampal formation
Olig,0.10083899176224019,0.005053205579447924,318.0,HZ5M06_Retrosplenial area,HZ5M06,Retrosplenial area,5M,6,hippo,Olig,Retrosplenial area
InN,0.09665501747206683,0.00043552574547206816,946.0,HZ5M06_Retrosplenial area,HZ5M06,Retrosplenial area,5M,6,hippo,InN,Retrosplenial area
ExN,0.07212857065082495,7.962646693657687e-08,2548.0,HZ5M06_Retrosplenial area,HZ5M06,Retrosplenial area,5M,6,hippo,ExN,Retrosplenial area
SMC,0.522439617508495,0.0025651489175809593,46.0,HZ5M06_Striatum,HZ5M06,Striatum,5M,6,hippo,SMC,Striatum
InN,0.32439104371193306,1.252948437272593e-40,1110.0,HZ5M06_Striatum,HZ5M06,Striatum,5M,6,hippo,InN,Striatum
ExN,0.1822974940393448,2.998390440670896e-32,1972.0,HZ5M06_Striatum,HZ5M06,Striatum,5M,6,hippo,ExN,Striatum
Peri,0.17816756068566617,0.0010110939812569537,321.0,HZ5M06_Striatum,HZ5M06,Striatum,5M,6,hippo,Peri,Striatum
MSN,0.13535948382970528,5.964785826088003e-15,1927.0,HZ5M06_Striatum,HZ5M06,Striatum,5M,6,hippo,MSN,Striatum
Astro,0.13041533719864928,0.0008917864454336845,520.0,HZ5M06_Striatum,HZ5M06,Striatum,5M,6,hippo,Astro,Striatum
ExN,0.45319511582161137,0.0,11678.0,HZ5M06_Thalamus,HZ5M06,Thalamus,5M,6,hippo,ExN,Thalamus
InN,0.26281714265428135,1.0657008414423722e-142,4855.0,HZ5M06_Thalamus,HZ5M06,Thalamus,5M,6,hippo,InN,Thalamus
Micro,0.25193696594492265,5.759274823487251e-14,561.0,HZ5M06_Thalamus,HZ5M06,Thalamus,5M,6,hippo,Micro,Thalamus
Peri,0.1758104547414252,4.899686501087769e-16,1687.0,HZ5M06_Thalamus,HZ5M06,Thalamus,5M,6,hippo,Peri,Thalamus
Astro,0.11651774729631989,0.001090481455766507,785.0,HZ5M06_Thalamus,HZ5M06,Thalamus,5M,6,hippo,Astro,Thalamus
Olig,0.08271473024822722,2.5626882706426557e-11,2341.0,HZ5M06_Thalamus,HZ5M06,Thalamus,5M,6,hippo,Olig,Thalamus
Micro,0.08304485652041221,0.04360236259070551,601.0,HZ6M02_Hippocampal formation,HZ6M02,Hippocampal formation,6M,2,hippo,Micro,Hippocampal formation
ExN,0.04623813441270742,2.4030380944481542e-09,5175.0,HZ6M02_Hippocampal formation,HZ6M02,Hippocampal formation,6M,2,hippo,ExN,Hippocampal formation
ExN,0.04779225644055631,0.0007964399433922191,2153.0,HZ6M02_Retrosplenial area,HZ6M02,Retrosplenial area,6M,2,hippo,ExN,Retrosplenial area
Endo,0.29236654408672225,6.700767090774774e-06,380.0,HZ6M02_Striatum,HZ6M02,Striatum,6M,2,hippo,Endo,Striatum
Astro,0.14538942219390372,5.943077917632107e-22,2224.0,HZ6M02_Striatum,HZ6M02,Striatum,6M,2,hippo,Astro,Striatum
Peri,0.12301226175761963,0.048736367167585636,390.0,HZ6M02_Striatum,HZ6M02,Striatum,6M,2,hippo,Peri,Striatum
MSN,0.1123172431996055,0.0015615241452857857,840.0,HZ6M02_Striatum,HZ6M02,Striatum,6M,2,hippo,MSN,Striatum
Olig,0.10489062190302098,1.2826135165211518e-08,1664.0,HZ6M02_Striatum,HZ6M02,Striatum,6M,2,hippo,Olig,Striatum
ExN,0.06512697131352212,1.1985350257132584e-10,5017.0,HZ6M02_Thalamus,HZ6M02,Thalamus,6M,2,hippo,ExN,Thalamus
InN,0.048306339077236915,0.0031587751311402206,3000.0,HZ6M02_Thalamus,HZ6M02,Thalamus,6M,2,hippo,InN,Thalamus
Micro,0.04369551493336977,0.017164392930685377,2109.0,HZ6M02_Thalamus,HZ6M02,Thalamus,6M,2,hippo,Micro,Thalamus
Olig,0.024041416459458082,0.012584288852518843,5335.0,HZ6M02_Thalamus,HZ6M02,Thalamus,6M,2,hippo,Olig,Thalamus
Peri,0.33037517219563833,5.221855653020929e-10,422.0,HZ6M03_Basal forebrain,HZ6M03,Basal forebrain,6M,3,ctx,Peri,Basal forebrain
Micro,0.23529001650216363,6.580629556711994e-06,268.0,HZ6M03_Basal forebrain,HZ6M03,Basal forebrain,6M,3,ctx,Micro,Basal forebrain
Olig,0.1866979014523964,5.670149271565087e-32,1600.0,HZ6M03_Basal forebrain,HZ6M03,Basal forebrain,6M,3,ctx,Olig,Basal forebrain
InN,0.09311956581644537,1.4599739610264362e-16,2996.0,HZ6M03_Basal forebrain,HZ6M03,Basal forebrain,6M,3,ctx,InN,Basal forebrain
Astro,0.06325498628172134,0.016094505306080836,999.0,HZ6M03_Basal forebrain,HZ6M03,Basal forebrain,6M,3,ctx,Astro,Basal forebrain
SMC,0.29255496769975664,3.203729023170896e-06,605.0,HZ6M03_Prefrontal cortex,HZ6M03,Prefrontal cortex,6M,3,ctx,SMC,Prefrontal cortex
Micro,0.23985167040498234,4.37288933573544e-68,2618.0,HZ6M03_Prefrontal cortex,HZ6M03,Prefrontal cortex,6M,3,ctx,Micro,Prefrontal cortex
ExN,0.2271532128987751,0.0,20372.0,HZ6M03_Prefrontal cortex,HZ6M03,Prefrontal cortex,6M,3,ctx,ExN,Prefrontal cortex
OPC,0.19434819144674528,0.041562234930518166,281.0,HZ6M03_Prefrontal cortex,HZ6M03,Prefrontal cortex,6M,3,ctx,OPC,Prefrontal cortex
Astro,0.17128457680821993,8.714112232872302e-77,5747.0,HZ6M03_Prefrontal cortex,HZ6M03,Prefrontal cortex,6M,3,ctx,Astro,Prefrontal cortex
InN,0.16508918696263145,5.119854619806432e-40,4320.0,HZ6M03_Prefrontal cortex,HZ6M03,Prefrontal cortex,6M,3,ctx,InN,Prefrontal cortex
Endo,0.16367731332470528,1.3928973546101529e-05,1136.0,HZ6M03_Prefrontal cortex,HZ6M03,Prefrontal cortex,6M,3,ctx,Endo,Prefrontal cortex
Peri,0.1569178556882502,1.157818810394206e-06,1219.0,HZ6M03_Prefrontal cortex,HZ6M03,Prefrontal cortex,6M,3,ctx,Peri,Prefrontal cortex
Olig,0.10671727057315444,1.0952865136359075e-21,3335.0,HZ6M03_Prefrontal cortex,HZ6M03,Prefrontal cortex,6M,3,ctx,Olig,Prefrontal cortex
SMC,0.1414808358694142,0.005890750606450796,601.0,HZ6M03_Striatum,HZ6M03,Striatum,6M,3,ctx,SMC,Striatum
Micro,0.13498054117225736,4.4449191982540084e-13,1719.0,HZ6M03_Striatum,HZ6M03,Striatum,6M,3,ctx,Micro,Striatum
Endo,0.12154850403900039,0.0002545539826000708,1344.0,HZ6M03_Striatum,HZ6M03,Striatum,6M,3,ctx,Endo,Striatum
Peri,0.11995773968187397,0.00021155323594932915,1300.0,HZ6M03_Striatum,HZ6M03,Striatum,6M,3,ctx,Peri,Striatum
Olig,0.10538768022276127,2.6852621376438245e-47,6449.0,HZ6M03_Striatum,HZ6M03,Striatum,6M,3,ctx,Olig,Striatum
InN,0.09695973262914485,2.1731109923989055e-28,5804.0,HZ6M03_Striatum,HZ6M03,Striatum,6M,3,ctx,InN,Striatum
Astro,0.09677284613597555,1.0543357783900635e-18,4328.0,HZ6M03_Striatum,HZ6M03,Striatum,6M,3,ctx,Astro,Striatum
ExN,0.07884928110381348,1.2081515754662765e-06,3334.0,HZ6M03_Striatum,HZ6M03,Striatum,6M,3,ctx,ExN,Striatum
MSN,0.0730410719821611,1.4825217508772275e-33,10355.0,HZ6M03_Striatum,HZ6M03,Striatum,6M,3,ctx,MSN,Striatum
Olig,0.6441310904111385,1.007860295624568e-06,46.0,HZ6M04_Entorhinal area,HZ6M04,Entorhinal area,6M,4,hippo,Olig,Entorhinal area
Astro,0.2785503413740662,1.240205280808439e-06,206.0,HZ6M04_Entorhinal area,HZ6M04,Entorhinal area,6M,4,hippo,Astro,Entorhinal area
InN,0.14382052566099912,0.007305400714175322,295.0,HZ6M04_Entorhinal area,HZ6M04,Entorhinal area,6M,4,hippo,InN,Entorhinal area
ExN,0.13949043581291118,1.5514209027188685e-12,1006.0,HZ6M04_Entorhinal area,HZ6M04,Entorhinal area,6M,4,hippo,ExN,Entorhinal area
MSN,0.2883730064249471,0.0010187360212638706,333.0,HZ6M04_Hippocampal formation,HZ6M04,Hippocampal formation,6M,4,hippo,MSN,Hippocampal formation
ExN,0.12550498745685773,2.6186836159853693e-131,10688.0,HZ6M04_Hippocampal formation,HZ6M04,Hippocampal formation,6M,4,hippo,ExN,Hippocampal formation
Micro,0.10115316450700666,0.0008946955747005957,775.0,HZ6M04_Hippocampal formation,HZ6M04,Hippocampal formation,6M,4,hippo,Micro,Hippocampal formation
InN,0.06593428022746775,0.04491838617208824,860.0,HZ6M04_Hippocampal formation,HZ6M04,Hippocampal formation,6M,4,hippo,InN,Hippocampal formation
Astro,0.027858312496112446,0.025457493358966885,2560.0,HZ6M04_Hippocampal formation,HZ6M04,Hippocampal formation,6M,4,hippo,Astro,Hippocampal formation
SMC,0.3167680087070151,7.53324872234513e-08,257.0,HZ6M04_Retrosplenial area,HZ6M04,Retrosplenial area,6M,4,hippo,SMC,Retrosplenial area
Olig,0.16034760357954517,1.3826461431200492e-06,684.0,HZ6M04_Retrosplenial area,HZ6M04,Retrosplenial area,6M,4,hippo,Olig,Retrosplenial area
Micro,0.12263516636884784,0.0002412350558399522,591.0,HZ6M04_Retrosplenial area,HZ6M04,Retrosplenial area,6M,4,hippo,Micro,Retrosplenial area
ExN,0.105200036332758,8.489132969950423e-19,3481.0,HZ6M04_Retrosplenial area,HZ6M04,Retrosplenial area,6M,4,hippo,ExN,Retrosplenial area
Astro,0.10377846093632795,5.971854027548974e-08,1474.0,HZ6M04_Retrosplenial area,HZ6M04,Retrosplenial area,6M,4,hippo,Astro,Retrosplenial area
InN,0.052238438725108416,0.0024787378700115033,2069.0,HZ6M04_Retrosplenial area,HZ6M04,Retrosplenial area,6M,4,hippo,InN,Retrosplenial area
ExN,0.297821815482156,5.285963712749018e-71,1928.0,HZ6M04_Striatum,HZ6M04,Striatum,6M,4,hippo,ExN,Striatum
InN,0.2697104121529788,1.1571423892706911e-49,1877.0,HZ6M04_Striatum,HZ6M04,Striatum,6M,4,hippo,InN,Striatum
Olig,0.2541125177774451,7.075898906976554e-29,1091.0,HZ6M04_Striatum,HZ6M04,Striatum,6M,4,hippo,Olig,Striatum
Endo,0.2289003638576941,9.117652281592622e-05,520.0,HZ6M04_Striatum,HZ6M04,Striatum,6M,4,hippo,Endo,Striatum
Astro,0.21665408418771975,4.6146019378484435e-49,2341.0,HZ6M04_Striatum,HZ6M04,Striatum,6M,4,hippo,Astro,Striatum
Micro,0.21630313624013187,4.281722060020275e-08,605.0,HZ6M04_Striatum,HZ6M04,Striatum,6M,4,hippo,Micro,Striatum
Peri,0.1769308858571662,0.0002085810390085407,609.0,HZ6M04_Striatum,HZ6M04,Striatum,6M,4,hippo,Peri,Striatum
MSN,0.1415456866226396,3.796113709609415e-12,1560.0,HZ6M04_Striatum,HZ6M04,Striatum,6M,4,hippo,MSN,Striatum
ExN,0.2912845509264651,0.0,7620.0,HZ6M04_Thalamus,HZ6M04,Thalamus,6M,4,hippo,ExN,Thalamus
SMC,0.22743419464819833,0.012523604512134839,297.0,HZ6M04_Thalamus,HZ6M04,Thalamus,6M,4,hippo,SMC,Thalamus
InN,0.21529614995070917,1.311884586570167e-21,1767.0,HZ6M04_Thalamus,HZ6M04,Thalamus,6M,4,hippo,InN,Thalamus
Endo,0.13946112228100743,0.02846544529450791,545.0,HZ6M04_Thalamus,HZ6M04,Thalamus,6M,4,hippo,Endo,Thalamus
Micro,0.12710679922998583,2.453357366908685e-15,2182.0,HZ6M04_Thalamus,HZ6M04,Thalamus,6M,4,hippo,Micro,Thalamus
Astro,0.10767952244201232,1.2709012221350703e-23,4338.0,HZ6M04_Thalamus,HZ6M04,Thalamus,6M,4,hippo,Astro,Thalamus
Olig,0.06471570293107051,1.8667097750711386e-13,5286.0,HZ6M04_Thalamus,HZ6M04,Thalamus,6M,4,hippo,Olig,Thalamus
SMC,0.17909688593214515,0.0008941228423542272,393.0,HZ6M05_Basal forebrain,HZ6M05,Basal forebrain,6M,5,ctx,SMC,Basal forebrain
Micro,0.12491473457071745,0.001805557311311025,507.0,HZ6M05_Basal forebrain,HZ6M05,Basal forebrain,6M,5,ctx,Micro,Basal forebrain
Peri,0.09243974867546212,0.0024733217385904966,994.0,HZ6M05_Basal forebrain,HZ6M05,Basal forebrain,6M,5,ctx,Peri,Basal forebrain
Astro,0.06395737523197689,8.928924482547572e-05,1944.0,HZ6M05_Basal forebrain,HZ6M05,Basal forebrain,6M,5,ctx,Astro,Basal forebrain
InN,0.04658381282832243,0.0004312771703258743,2756.0,HZ6M05_Basal forebrain,HZ6M05,Basal forebrain,6M,5,ctx,InN,Basal forebrain
SMC,0.3939343598292996,2.315264555354603e-16,608.0,HZ6M05_Prefrontal cortex,HZ6M05,Prefrontal cortex,6M,5,ctx,SMC,Prefrontal cortex
Micro,0.22924159603234337,2.6847184930212757e-120,4585.0,HZ6M05_Prefrontal cortex,HZ6M05,Prefrontal cortex,6M,5,ctx,Micro,Prefrontal cortex
Peri,0.17717321347618362,5.445774461415075e-09,1432.0,HZ6M05_Prefrontal cortex,HZ6M05,Prefrontal cortex,6M,5,ctx,Peri,Prefrontal cortex
ExN,0.16455933663549435,0.0,23043.0,HZ6M05_Prefrontal cortex,HZ6M05,Prefrontal cortex,6M,5,ctx,ExN,Prefrontal cortex
Endo,0.1527710306469973,1.0432051698930735e-05,1253.0,HZ6M05_Prefrontal cortex,HZ6M05,Prefrontal cortex,6M,5,ctx,Endo,Prefrontal cortex
Astro,0.1341382761779719,5.220435508917606e-63,7257.0,HZ6M05_Prefrontal cortex,HZ6M05,Prefrontal cortex,6M,5,ctx,Astro,Prefrontal cortex
InN,0.12712127566436338,2.5644943531793117e-31,5664.0,HZ6M05_Prefrontal cortex,HZ6M05,Prefrontal cortex,6M,5,ctx,InN,Prefrontal cortex
Olig,0.10419033468671078,1.3376283960437023e-29,4880.0,HZ6M05_Prefrontal cortex,HZ6M05,Prefrontal cortex,6M,5,ctx,Olig,Prefrontal cortex
SMC,0.4463137202738437,3.326993065221563e-57,1040.0,HZ6M05_Striatum,HZ6M05,Striatum,6M,5,ctx,SMC,Striatum
Micro,0.19751993493069747,4.202730813239121e-36,2576.0,HZ6M05_Striatum,HZ6M05,Striatum,6M,5,ctx,Micro,Striatum
Astro,0.09778926848728019,2.62128003706179e-34,6963.0,HZ6M05_Striatum,HZ6M05,Striatum,6M,5,ctx,Astro,Striatum
InN,0.09250413201420661,1.8912721422104806e-18,5242.0,HZ6M05_Striatum,HZ6M05,Striatum,6M,5,ctx,InN,Striatum
Peri,0.08541986375061227,9.569958055139319e-06,2671.0,HZ6M05_Striatum,HZ6M05,Striatum,6M,5,ctx,Peri,Striatum
Olig,0.06171577790034211,2.1004114659873438e-20,7949.0,HZ6M05_Striatum,HZ6M05,Striatum,6M,5,ctx,Olig,Striatum
Endo,0.06102719251798876,0.01251418632512665,2160.0,HZ6M05_Striatum,HZ6M05,Striatum,6M,5,ctx,Endo,Striatum
ExN,0.051758801117096624,4.894569699321596e-05,4676.0,HZ6M05_Striatum,HZ6M05,Striatum,6M,5,ctx,ExN,Striatum
MSN,0.013372932066752607,0.01835869610538416,10925.0,HZ6M05_Striatum,HZ6M05,Striatum,6M,5,ctx,MSN,Striatum
Olig,0.7090993228054132,1.5096741421590596e-06,49.0,HZ6M06_Entorhinal area,HZ6M06,Entorhinal area,6M,6,hippo,Olig,Entorhinal area
Astro,0.26425478803274643,3.784480353042743e-10,280.0,HZ6M06_Entorhinal area,HZ6M06,Entorhinal area,6M,6,hippo,Astro,Entorhinal area
Micro,0.2540082635295,0.04513561464589627,51.0,HZ6M06_Entorhinal area,HZ6M06,Entorhinal area,6M,6,hippo,Micro,Entorhinal area
SMC,0.8526589605475864,6.3714948528499e-19,183.0,HZ6M06_Hippocampal formation,HZ6M06,Hippocampal formation,6M,6,hippo,SMC,Hippocampal formation
Olig,0.3311676068705365,2.9554679685977727e-56,1168.0,HZ6M06_Hippocampal formation,HZ6M06,Hippocampal formation,6M,6,hippo,Olig,Hippocampal formation
Peri,0.12841822994683172,0.0042275611340362226,662.0,HZ6M06_Hippocampal formation,HZ6M06,Hippocampal formation,6M,6,hippo,Peri,Hippocampal formation
ExN,0.0626246734286588,9.016995314226503e-23,6348.0,HZ6M06_Hippocampal formation,HZ6M06,Hippocampal formation,6M,6,hippo,ExN,Hippocampal formation
Astro,0.040550576143662545,0.004561847039087694,2142.0,HZ6M06_Hippocampal formation,HZ6M06,Hippocampal formation,6M,6,hippo,Astro,Hippocampal formation
SMC,0.3153189672465376,0.014412311566343929,141.0,HZ6M06_Retrosplenial area,HZ6M06,Retrosplenial area,6M,6,hippo,SMC,Retrosplenial area
InN,0.10936476786287086,1.070036632796005e-05,1126.0,HZ6M06_Retrosplenial area,HZ6M06,Retrosplenial area,6M,6,hippo,InN,Retrosplenial area
Micro,0.0970132843853477,0.0006185958384298205,700.0,HZ6M06_Retrosplenial area,HZ6M06,Retrosplenial area,6M,6,hippo,Micro,Retrosplenial area
ExN,0.0843085092245263,5.418765085750714e-10,2502.0,HZ6M06_Retrosplenial area,HZ6M06,Retrosplenial area,6M,6,hippo,ExN,Retrosplenial area
Endo,0.15026399351420322,0.04127341000945801,322.0,HZ6M06_Striatum,HZ6M06,Striatum,6M,6,hippo,Endo,Striatum
InN,0.12525499371936216,5.540587851749084e-09,1292.0,HZ6M06_Striatum,HZ6M06,Striatum,6M,6,hippo,InN,Striatum
SMC,0.12466976568040318,0.01120591055596512,313.0,HZ6M06_Striatum,HZ6M06,Striatum,6M,6,hippo,SMC,Striatum
MSN,0.053427217819678456,0.0012335056590297168,2009.0,HZ6M06_Striatum,HZ6M06,Striatum,6M,6,hippo,MSN,Striatum
Astro,0.04572722887400018,0.007885122591511856,1717.0,HZ6M06_Striatum,HZ6M06,Striatum,6M,6,hippo,Astro,Striatum
SMC,0.22921877828166998,0.01597486767876208,279.0,HZ6M06_Thalamus,HZ6M06,Thalamus,6M,6,hippo,SMC,Thalamus
